000	แมวพื้นฐาน<br><br>	กล้ามที่ฝึกมาอย่างดี<br>คือเสน่ห์ของแมวตัวนี้<br>	กล้ามที่ฝึกมาอย่างดีและทรงผม<br>คือเสน่ห์ของแมวตัวนี้<br>		
337	Punt and the Cats sightseeing on a treasure ship.<br>Can lay eyes on every sweet from up so high.<br>Earns extra Money after defeating foes (Area atk.)	Punt and the Cats sightseeing on an expensive ship.<br>Can lay eyes on every hot guy from up so high.<br>Earns extra Money after defeating foes (Area atk.)	Punt and the Cats sightseeing on a premium ship.<br>Has found a hot guy and is on the chase!<br>Earns extra Money after defeating foes (Area atk.)		
338	คุณธรรมอันล้ำเลิศทำให้สามารถ<br>ใช้พัดแมวต้องสาปได้ เก่งกับสีดำ<br>โอกาสลดทอน 100% (ระยะไกล)	ถูกวิญญาณจิ้งจอกผู้รอบรู้เข้าสิง<br>และจะยิงด้วยลูกศรทองคำ เก่งกับสีดำ<br>โอกาสลดทอน 100% (ระยะไกล)	กายแดงชุ่มไปด้วยเลือดของคู่ต่อสู้<br>พัดแมวจะโหมไฟโลกันตร์ให้ลุกไหม้ยิ่งกว่าเดิม<br>ดาเมจและลดทอนต่อศัตรูสีดำ		
339					
340	Girl lost during the city's destruction, reborn as<br>a Cat but retaining all her mysterious powers.<br>Small chance to Freeze Aliens.	Girl who became a Cat after the city's destruction,<br>had a stylish outfit tailored to fit her new propotions.<br>Small chance to Freeze Aliens.	Girl who became a Cat and built enough muscle to<br>match her inner beauty. As intelligent as she is pretty.<br>Small chance to Freeze Aliens, Surge Atk.		
341	Visitor from a world lost to annihilation.<br>Hates it when others are too familiar with her.<br>Massive Area damage to Angels and Aliens.	Yuki of the annihilated world, travelling with a<br>Cat who aids her in calling forth crimson souls.<br>Massive Area damage to Angels and Aliens.	Relying too much on the power of Cats, Yuki<br>has grown a tail and ears as consequence.<br>Massive Area damage to Angels and Aliens.		
342	สำหรับแมวนักธุรกิจรายย่อยคนนี้ ลูกค้าคือพระเจ้า<br>และจะลงทุนผลกำไรกลับไปในร้านค้าเสมอ<br>ได้เงินเพิ่มขึ้นเมื่อปราบศัตรู!	แมวตัวนี้ขอขอบคุณทุกท่านที่มาจับจ่ายใช้สอย!<br>และจะไปสู้กับศัตรูที่รบกวนคุณแทนคำขอบคุณ<br>ได้เงินเพิ่มขึ้นเมื่อปราบศัตรู!			
343	ในวันฝนตกวันหนึ่ง ตัวทากได้เป็นเพื่อนกับแมว<br>มีกำลังใจเข้มแข็ง แต่มีร่างกายอ่อนแอ (ต่อเกลือ)<br>การโจมตีพื้นที่จะชะลอการเคลื่อนไหวศัตรูครู่หนึ่ง	ทั้งคู่รู้สึกไม่ยุติธรรมที่แมวได้ขี่ตลอด<br>ก็เลยมาผลัดกันขี่ แต่ก็ไม่ทำให้เร็วขึ้น<br>การโจมตีพื้นที่จะชะลอการเคลื่อนไหวศัตรูครู่หนึ่ง			
344	Joining the fight from Merc Storia!<br>A wingless boy from the Sky Country.<br>Area attacks might Knockback Floating.	Joining the fight from Merc Storia! A saints'<br>miracle granted him the wings he long desired.<br>Area attacks might Knockback Floating.	Joining the fight from Merc Storia! Son of the<br>Sky, who wanders with sketchbook in hand.<br>Area attacks might Knockback Floating.		
345	Joining the fight from Merc Storia!<br>Called "Holy Wings" for obvious reasons.<br>Strong vs/Might Freeze Floating	Joining the fight from Merc Storia! Only by<br>casting aside wings can you realize true<br>sainthood. Strong vs/Might Freeze Floating	Joining the fight from Merc Storia! Saint<br>who avoids dependence on God's miracles.<br>Strong vs/100% Freeze vs Floating		
346	Joining the fight from Merc Storia! Japanese<br>maiden searching this world for her brother.<br>Area attacks might Slow Aliens/Zombies	Joining the fight from Merc Storia! Treasures<br>the kimono gifted by her dear brother.<br>Area attacks might Slow Aliens/Zombies			
347					
348					
349					
350					
351	ชิชีกับโคมา พี่สาวน้องสาวหัวใจบริสุทธิ์<br>ใช้ลมหายใจศักดิ์สิทธิ์ ควบคุมกรงเล็บหุ่นยนต์ทรงพลัง<br>ดาเมจพื้นที่มหาศาลต่อเอเลี่ยน/สีดำ	อุ้งมือแมวน่ารักที่สุด "อา" กับ "เอ๋" <br>จะปัดเป่าภัยพิบัติคุกคามเทพสุดน่ารักทั้งคู่นี้<br>ดาเมจพื้นที่มหาศาลต่อเอเลี่ยน/สีดำ	เจ้าแห่งการประสานโจมตีไร้ที่ติ<br>วันนี้ยอมหนีทำเวรมาเพื่อเข้าร่วมสงครามเลยนะ!<br>ดาเมจพื้นที่มหาศาลต่อเอเลี่ยน/สีดำ		
352	นักปราชญ์ในตำนานที่แอบแทรกซึมเข้ามาในฐานทัพแมว<br>ถึงแม้ความจำจะเริ่มไม่ดีแล้ว แต่ความเข้มแข็งยังเหมือนเดิม<br>โจมตีพื้นที่รัว ยิงคลื่นอันทรงพลัง	ใช้แค่ขนมทองหยอดแสนหวาน ก็ยึดฐานทัพศัตรูได้ <br>ลองคิดดูแล้วกันว่าจะเกิดอะไรขึ้นเวลาโกรธ<br>โจมตีพื้นที่รัว ยิงคลื่นอันทรงพลัง	นักปราชญ์ที่โดนหน้ากากโบราณจากฟากฟ้าเข้าสิง<br>ทำให้สามารถใช้เทคนิคการต่อสู้ต้องห้ามได้<br>เก่งกับซากวัตถุ พร้อมมีโอกาสใช้คลื่นสาป!		
353					
354	จริงๆ แล้วเธอกลัวน้ำ แต่โดนคาลิซ่าลากมา<br>เล่นน้ำที่ชายหาดเป็นครั้งแรกในรอบหลายปี<br>ซูเปอร์อึดกับสีดำ/ซอมบี้ (โจมตีพื้นที่)	เริ่มคุ้นเคยกับการใส่บิกินี่มากขึ้น<br>จะได้พบกับหนุ่มโต้คลื่นสุดหล่อวันไหนเอ่ย?<br>ซูเปอร์อึดกับสีดำ/ซอมบี้ (โจมตีพื้นที่)			
355	ปืนใหญ่เคลื่อนที่เร็วจากวิศวกรรมโบราณ<br>จะโจมตีเฉพาะศัตรูที่มีคุณสมบัติ<br>แต่สร้างดาเมจพื้นที่มหาศาลในการโจมตีแต่ละครั้ง	ออกแบบมาเพื่อควบคุมพื้นที่อวกาศด้วยการใช้<br>ฟิสิกส์รูหนอนและระเบิดเทอร์โมนิวเคลียร์<br>ดาเมจพื้นที่มหาศาลเฉพาะศัตรูที่มีคุณสมบัติ	เฉพาะยอดฝีมือแห่งกองทัพแมวเท่านั้น ที่ได้รับ<br>ความไว้วางใจให้ใช้พลังอันเกินขีดจำกัดของอาวุธชิ้นนี้<br>ดาเมจพื้นที่มหาศาลเฉพาะศัตรูที่มีคุณสมบัติ		
356					
357	ลูกหมาป่าที่พลัดหลงจากฝูงมนุษย์หมาป่า<br>และพบว่ามีผลงานดีในธุรกิจการแสดง<br>มีโอกาสกระแทกกลับศัตรูเทพและเอเลี่ยน (โจมตีพื้นที่)	หลังจากออกฉายเดี่ยว ก็ได้โชว์ศักยภาพจนแฟนๆ<br>ต่างนิยมชมชอบ แม้แต่คุณก็รู้สึกสนุกด้วยใช่ไหม??<br>มีโอกาสกระแทกกลับศัตรูเทพและเอเลี่ยน (โจมตีพื้นที่)	เริ่มไลฟ์สดเดี่ยวไมโครโฟน และโกยเงินได้เป็นล้าน!<br>อย่าลืมกด Like, Subscribe และ Share น้า~☆<br>มีโอกาสกระแทกกลับศัตรูเทพและเอเลี่ยน (โจมตีพื้นที่)		
358	วิญญาณหลงทางผู้กลับมาจากอีกฟากหนึ่ง <br>ตามล่าหาเจ้าบ่าวเพื่อเติมเต็มหัวใจ... กับท้อง<br>มีโอกาสโจมตีติดคริติคอล (โจมตีพื้นที่)	หลังจากความหิวหายไป เธอก็เตรียมพร้อม<br>สู่พิธีแต่งงานในฝันอันชั่วนิรันดร์<br>มีโอกาสโจมตีติดคริติคอล (โจมตีพื้นที่)	ผู้ใช้ชีวิตอย่างสุขีในโลกหลังความตาย<br>แค่มีสมบัติจากคนรัก ทั้งหัวใจและท้องไส้ก็อิ่มแปล้<br>มีโอกาสโจมตีติดคริติคอล (โจมตีพื้นที่)		
359	สิ่งมีชีวิตที่เกิดจากไฟอวกาศ!<br>วิญญาณมังกรน้อยคนนี้จะใช้ไฟ<br>ที่โจมตีเอเลี่ยนสร้างดาเมจเพิ่มเติม!	มีพลังดุจดั่งดวงตะวัน<br>ประกายแสงจะทำลายบาเรีย<br>ป้องกันและโจมตีอย่างทรงพลังต่อเอเลี่ยน	ร่างกายเล็กแต่มีความพิโรธระดับดาวยักษ์แดง<br>พร้อมที่จะปลดปล่อยซูเปอร์โนวาใส่บาเรียศัตรู<br>ป้องกันและโจมตีอย่างทรงพลังต่อเอเลี่ยน	เจ้าวิญญาณแห่งไฟที่ท่องไปในกาแล็กซีเพื่อต่อลมหายใจ<br>ให้กับดวงดาวที่กำลังดับมอด ทนต่อเอเลี่ยน<br>ดาเมจมหาศาล ลดทอน 100% ทะลวงบาเรีย
360	สิ่งมีชีวิตที่เกิดจากน้ำอวกาศ!<br>วิญญาณตนนี้สามารถควบคุมคลื่น<br>ที่จะกระแทกเอเลี่ยนกลับได้!	ผู้มีพลังคลื่นที่สามารถผ่าโลกได้ <br>การโจมตีจะพัดพาบาร์เรียศัตรูให้หายไป <br>โจมตีกระแทกกลับและอึดกับศัตรูเอเลี่ยน	เจ้าแห่งน้ำ ผู้ส่งคลื่นชะล้างสร้างความบริสุทธิ์<br>ให้โลกมนุษย์ปราศจากมารร้าย พัดพาบาร์เรียให้หายไป<br>โจมตีกระแทกกลับและอึดกับศัตรูเอเลี่ยน		
361	สิ่งมีชีวิตที่เกิดจากพายุอวกาศ!<br>วิญญาณตนนี้สามารถเรียกลม<br>มาให้โจมตีพื้นที่ระยะไกลได้!	มีพลังลมที่สามารถพัดภูเขาล้ม<br>บาเรียใดก็ต้านทางการจู่โจมนี้ไม่ได้<br>อึดกับศัตรูเอเลี่ยน (โจมตีพื้นที่ระยะไกล)	เรียกลมสุริยะอันเปี่ยมพลัง สามารถทำลายล้าง<br>ได้ทั้งเนบิวลา เหมือนดั่งกระดิกนิ้ว<br>อึดกับศัตรูเอเลี่ยน (โจมตีพื้นที่ระยะไกล)	เจ้าแซฟไฟร์ผู้ยิ่งใหญ่ ผู้ใช้ลมแห่งการเยียวยา<br>ปัดเป่าความวุ่นวายจากอาณาเขตของตน โจมตีระยะไกล<br>ทะลวงบาเรียได้ อึดกับเอเลี่ยนและกระแทกกลับได้ 100%
362	Joining the fight from Fate/stay night [HF]! Her<br>sword is pledged to her Master, Shirou Emiya.<br>Massive long-range area damage vs. Floating!	Joining the fight from Fate/stay night [HF]! Peerless <br>warrior in possession of a Noble Phantasm.<br>Massive long-range area damage vs. Floating!	Joining the fight from Fate/stay night [HF]! A <br>menacing swordwoman who resembles Saber...<br>Massive long-range area damage vs. Floating!		
363	Joining the fight from Fate/stay night [HF]! Seeks <br>the Holy Grail with her summoned Archer. Chance <br>to knockback Aliens/Zombies, with Area Attack!	Joining the fight from Fate/stay night [HF]! Classmate <br>of Shirou, heir to the Tohsaka lineage. Chance <br>to knockback Aliens/Zombies, with Area Attack!			
364	Joining the fight from Fate/stay night [HF]! With <br>Berserker at her command, she is ready for battle.<br>Chance to Slow Red/Metal, with Area Attack!	Joining the fight from Fate/stay night [HF]! Guardian <br>of the Einzbern family's honorable name.<br>Chance to Slow Red/Metal, with Area Attack!			
365	Joining the fight from Fate/stay night [HF]! His bow<br>is pledged to his Master, Rin Tohsaka. Immune to<br>Waves, with Long-range Area Attack!	Joining the fight from Fate/stay night [HF]! His<br>enmity for Shirou is still a mystery. Immune to<br>Waves, with Long-range Area Attack!			
366	Joining the fight from Fate/stay night [HF]! His <br>spear is pledged to an unknown Master.<br>100% chance to break Barriers! (Area Attack)	Joining the fight from Fate/stay night [HF]! Agility <br>which rivals even Saber's is his point of pride.<br>100% chance to break Barriers! (Area Attack)			
367	Joining the fight from Fate/stay night [HF]! Her <br>dagger is pledged to her Master, Shinji Matou.<br>Freezes Angels with Area Attacks!	Joining the fight from Fate/stay night [HF]!<br>Excellent  mobility, expert in barrier magecraft.<br>Freezes Angels with Area Attacks!			
368	Joining the fight from Fate/stay night [HF]! Inscrutible <br>young man with an air of invincibility. Long-range<br>Area atttacks gets stronger after taking damage!	Joining the fight from Fate/stay night [HF]! 8th<br>incarnation of a Spirit that shouldn't exist. Long-<br>range atttacks gets stronger after taking damage!			
369	Golden-haired swordscat who appeared one<br>fated night. Building strength by training with<br>a bamboo blade. Strong vs. Floating.	Swordscat who dreams of being called by<br>a worthy Master. Maintains a calm <br>demeanor always. Strong vs. Floating.	Despairing of never being summoned, this<br>Heroic Spirit has wreathed herself in darkness.<br>Strong vs. Floating, immune to negative effects.		
370	Healthy and capable Cat filled with dreams.<br>Fine Western-style cuisine is her talent.<br>Has a small chance of Critical Strike.	Refining her household skills day by day.<br>Every morning must start with a proper greeting.<br>Has a small chance of Critical Strike.	She expresses her boundless hope in her cooking.<br>Her overflowing optimism is unmistakable!<br>Chance of Critical Strike and Metal knockback.		
371	An Cat possessing elegance unrivaled at her<br>school. Beauty extends to behavior befitting<br>an honor student. Might knockback Aliens.	Endlessly seeks to improve on herself.<br>Lashes out when she feels her weakness<br>might be exposed. Might knockback Aliens.			
372	An uncanny Cat with silver hair and red eyes.<br>Once tried to care for a small bird.<br>Might Slow Red enemies.	Inheritor of the blood of a venerable House.<br>Recently purchased new winter clothes.<br>Might Slow Red enemies.			
373	Joining the fight from Fate/stay night [HF]!<br>Dreams of defending justice like his adopted<br>father. Tough vs. Black enemies.	Joining the fight from Fate/stay night [HF]!<br>Joined the Holy Grail War after summoning<br>his Servant, Saber. Tough vs. Black enemies.			
374	Joining the fight from Fate/stay night [HF]!<br>Admires Shirou, takes care of the Emiya<br>household. Area Attacks might Critical.	Joining the fight from Fate/stay night [HF]! "If I <br>became a bad person, would you forgive me?"<br>Area Attacks might Critical.			
375	เหรียญเลอค่าสำหรับนักสะสม!<br>ผลิตออกมาแค่ 9 พันล้านเหรียญเท่านั้น!<br>	เหรียญที่จารึกไว้ด้วยความขอบคุณของเหล่าแมว<br>การเก็บแมวเหรียญได้ครบ 3 เหรียญ...<br>ก็จะทำให้ได้แมวเหรียญอีกเหรียญ			
376	นี่คือยานอวกาศแมวลำแรกที่เนียซ่าสร้าง<br>ยังทำอะไรไม่ได้เยอะ ก็เป็นรุ่นแรกนี่นา<br>มีภูมิต้านทานวาร์ป อึดต่อศัตรูเอเลี่ยน	หุ่นยนต์แมวล้ำสมัยของเนียซ่า มีระบบการสื่อสารล้ำสมัย<br>จนสามารถเข้าไปดูช่องทีวีรายการอย่างว่าได้ <br>มีภูมิต้านทานวาร์ป อึดต่อศัตรูเอเลี่ยน	ดาวเทียมทดลองของเนียซ่า สร้างขึ้นมาเพื่อ<br>สังเกตการณ์พื้นที่ระยะไกลจนไปถึงร้านขายของชำ<br>มีภูมิต้านทานวาร์ป อึดต่อศัตรูเอเลี่ยน		
377	แมวฟันดาบผู้เก่งกาจชนะรวด 400 แมตช์<br>ถึงขั้นต้องใช้มือซ้ายเพื่อความท้าทาย<br>โอกาสทะลุบาเรีย 100%	อยากลองการฟันดาบแบบอื่นบ้าง<br>แต่ยังไม่ค่อยคุ้นมือเท่าไหร่<br>โอกาสทะลุบาเรีย 100%	เลิกแข่งขันหันมาทำงานจัดทัวร์<br>เป็นจุดนัดพบของทุกคน<br>โอกาสทะลุบาเรีย 100%		
378	มิตามะถูกโลกอันโหดร้ายทรยศ<br>จึงหันไปหาความมืด (โจมตีระยะไกล)<br>อึดกับศัตรูไร้คุณสมบัติ โอกาสชะลอ 100%	เธอสลัดความทรงจำออกไปไม่ได้<br>เหมือนดั่งแม่หม้ายผู้ไว้ทุกข์ (โจมตีระยะไกล)<br>อึดกับศัตรูไร้คุณสมบัติ โอกาสชะลอ/ลดทอน 100%			
379	ราชินีนักตบผู้น่าเกรงขาม<br>เพราะเวลาเล่น ทำเอาคู่ต่อสู้หมดสติไปหลายคน<br>การโจมตีระยะไกลอาจจะติดคริติคอลได้!	ท่วงท่าที่ขึ้นชื่อที่สุดก็คือ กุหลาบแห่งการลงทัณฑ์<br>จะทะยานขึ้นไปบนท้องฟ้า และพุ่งลงมาดังหอกแหลน<br>การโจมตีระยะไกลอาจจะติดคริติคอลได้!	พ่อครัวขึ้นชื่อ เป็นเจ้าแห่งเครื่องเทศ<br>ศัตรูโลหะรับรสชาติอันล้ำลึกแบบนี้ไม่ไหวหรอก<br>การโจมตีระยะไกลอาจจะติดคริติคอลได้!		
380	ทหารหนุ่มไฟแรงที่ยังต้องพิสูจน์ฝีมืออีกเยอะ<br>แต่ถึงกระนั้นก็ยังไม่รู้ว่าตัวเองเข้มแข็งเพียงใด<br>ดาเมจมหาศาลต่อศัตรูมีคุณสมบัติ (ระยะไกล)	ด้วยใบดาบคมดุจมีดโกน และจิตวิญญาณอันเข้มแข็ง<br>เขาจะทุ่มเททุกอย่างเพื่อปกป้องสหายของตนเอง<br>ดาเมจมหาศาลต่อศัตรูมีคุณสมบัติ (ระยะไกล)			
381	แมวถ่อมตัว ผู้ปลูกของอร่อยสร้างความสุขให้คนอื่น<br>เลยทำให้ได้รับคัดเลือกเข้ามาในกองทัพแมว <br>ได้เงินพิเศษเมื่อปราบศัตรู	ได้ยินว่าตลาดหัวไชเท้ากำลังราคาดี เลยเปลี่ยนไปปลูก<br>เพื่อผลกำไร! เป็นที่เคารพในกองทัพแมว<br>ได้เงินพิเศษเมื่อปราบศัตรู			
382	ถึงร่างกายจะเปราะบางแต่หัวใจนั้นแข็งแกร่ง!<br>ชีวิตมีครั้งเดียว ต้องใช้ให้คุ้มค่า!<br>จะโจมตีเพียงครั้งเดียว ชะลอศัตรูไร้คุณสมบัติ	สร้างขึ้นมาจากกระจกที่ทนขึ้นเล็กน้อย<br>แต่ก็ไม่ค่อยมีผลเท่าไหร่ในสมรภูมิ<br>จะโจมตีเพียงครั้งเดียว ชะลอศัตรูไร้คุณสมบัติ	ร่างกายที่ถูกขัดเงาจนเปล่งประกายตลอดกาล<br>มาใช้ชีวิตชั่วอนันต์ในความรุ่งโรจน์อันเปล่งประกายเถิด!<br>กระแทกกลับ/ชะลอไร้คุณสมบัติ (โจมตีเดี่ยว)		
383	มาเข้าร่วมกับกองทัพแมว พร้อมกล่าวว่า<br>"กฎของเผ่าข้า บัญชาให้รับใช้นักสู้ที่เก่งที่สุด"<br>มีการโจมตีพื้นที่ระยะไกลทรงพลัง!	ทำหน้ากากศักดิ์สิทธิ์ขึ้นมาใหม่เพื่อให้<br>เหมาะแก่การอยู่ในกองทัพแมว และก็ทำให้<br>ลูกสาว 12 ขวบอายมาก โจมตีพื้นที่ระยะไกล	สุนัขจิ้งจอกสีเงิน ตอนนี้มีเสน่ห์เกินต้านสำหรับหญิงสาวที่แต่ก่อน<br>จะไม่เหลียวมองเขาสมัยที่ยังเป็นหนุ่มเลย<br>สร้างดาเมจมหาศาลต่อซากวัตถุ โจมตีพื้นที่ระยะไกล		
384	Dropping in from PowerPro Baseball!<br>This manager plays it cool, but actually has a heart of gold.<br>Chance to knockback Red enemies.	Dropping in from PowerPro Baseball!<br>An aikido blackbelt with catlike reflexes.<br>Chance to knockback Red enemies.			
385	Dropping in from PowerPro Baseball!<br>No one can outrun this speedy outfielder!<br>	Dropping in from PowerPro Baseball!<br>Ends every sentence with "Donchaknow?"<br>	Dropping in from PowerPro Baseball!<br>Might love robot anime even more than baseball.<br>Area attacks release waves of destruction.		
386	Dropping in from PowerPro Baseball!<br>Blesses all players with her maternal care.<br>Chance to weaken Angel enemies.	Dropping in from PowerPro Baseball!<br>Always puts others' needs before her own.<br>Chance to weaken Angel enemies.			
387	Dropping in from PowerPro Baseball!<br>A bright and energetic manager.<br>Tough defense vs. Alien enemies.	Dropping in from PowerPro Baseball!<br>No one can motivate a player like her!<br>Tough defense vs. Alien enemies.			
388	Dropping in from PowerPro Baseball!<br>Eager manager who's always two steps behind the hero.<br>Chance to knockback Zombies.	Dropping in from PowerPro Baseball!<br>Her devotion is just a bit too much sometimes.<br>Chance to knockback Zombies.			
389	Dropping in from PowerPro Baseball!<br>Openminded and cheerful team manager.<br>Chance to freeze Floating enemies.	Dropping in from PowerPro Baseball!<br>Better than anyone at resolving personality conflicts.<br>Chance to freeze Floating enemies.			
390	Dropping in from PowerPro Baseball!<br>So bad at cooking she could burn water.<br>Massive anti-Alien area damage.	Dropping in from PowerPro Baseball!<br>Her flaw is too much earnest naivete.<br>Massive anti-Alien area damage.	Dropping in from PowerPro Baseball!<br>Secretly Aoi Hayakawa.<br>Massive anti-Alien long-range area damage.		
391	Dropping in from PowerPro Baseball!<br>A tomboy pitcher determined to win!<br>Massive anti-Angel area damage.	Dropping in from PowerPro Baseball!<br>Has a real sweet tooth, and loves pudding.<br>Massive anti-Angel area damage.	Dropping in from PowerPro Baseball!<br>Proudly sports the Tachibana Group logo.<br>Massive anti-Angel area damage.		
392	Dropping in from PowerPro Baseball!<br>A rookie catcher with unparalleled game sense.<br>Strong vs. Zombies.	Dropping in from PowerPro Baseball!<br>From a temple family, loves Buddhist cooking.<br>Strong vs. Zombies.	Dropping in from PowerPro Baseball!<br>Proudly wears a temple name on her chest.<br>Strong vs. Zombies, with Area Attacks.		
393	Dropping in from PowerPro Baseball!<br>Popular player with many female fans.<br>Area attacks slow Floating/Black.	Dropping in from PowerPro Baseball!<br>Has a small complex about being unfeminine.<br>Area attacks slow Floating/Black.	Dropping in from PowerPro Baseball!<br>Eventually was won over by the rhythm!<br>Area attacks slow Floating/Black.		
394	Dropping in from PowerPro Baseball!<br>Attractive, popular, and skilled.<br>Strong vs. Red/Angels (Long-range/Area Atk)	Dropping in from PowerPro Baseball!<br>Dreams of making it all the way to the series final.<br>Strong vs. Red/Angels (Long-range/Area Atk)	Dropping in from PowerPro Baseball!<br>New pitch has the cosmic power of a black hole!<br>Strong vs. Red/Angels (Long-range/Area Atk)		
395	Dropping in from PowerPro Baseball!<br>Reliable and respected shortstop.<br>Area attack power increases after taking damage.	Dropping in from PowerPro Baseball!<br>No worries about seeming boyish if it helps to win!<br>Area attack power increases after taking damage.	Dropping in from PowerPro Baseball!<br>Just between us, it's Miyabi... Immune to Waves.<br>Attack power increases after taking damage.		
396	ปฐมจักรพรรดิแห่งราชวงศ์มังกร<br>ไม่มีใครทราบว่ามีพลังมหาศาลเพียงใด<br>โจมตีระยะไกล เก่งกับเอเลี่ยนและซอมบี้	หลังจากที่ได้สะสมพลังมานับสหัสวรรษ<br>อายุที่มากขึ้นก็ได้ทำให้พลังเพิ่มขึ้นมาก<br>โจมตีระยะไกล เก่งกับเอเลี่ยนและซอมบี้	ซากวัตถุได้ปลดผนึกพลังที่แท้จริงของเขาออกมา <br>ถึงเวลาพบกับความพินาศแล้ว<br>โจมตีระยะไกล เก่งกับเอเลี่ยนและซอมบี้		
397	นักเรียนหญิงทั่วไปที่ชอบดื่มชาไข่มุก<br>และพิชิตปีศาจ อึดกับศัตรูโลหะ<br>หากโจมตีติดคริติคอล จะชะลอและลดทอนศัตรูโลหะ	มันเป็นการยากที่จะทุ่มเวลาให้ทั้งกิจกรรมชมรม<br>และปกป้องเกียรติของตระกูล อึดกับศัตรูโลหะ<br>หากโจมตีติดคริติคอล จะชะลอและลดทอนศัตรูโลหะ	สาวมัธยมปลายผู้ลงทัณฑ์สุดน่ารัก<br>การโจมตีมีโอกาสติดคริติคอล<br>พร้อมชะลอ และลดทอน รวมทั้งโคตรอึดกับโลหะ	นักเรียนหญิงที่ต้องบริหารเวลาไลฟ์สดคู่กับ<br>การทำภารกิจลับ โจมตีทุกทิศทางอาจจะ<br>คริติคอล/ชะลอ/ลดทอน อึดบ้าคลั่งกับโลหะ
398					
399	Dropping in from MENTORI! Trust me,<br>talking to it is more trouble than it's worth..<br>Tough vs Floating Enemies	Dropping in from MENTORI! This weird<br>bird specializes in obnoxious interjections.<br>Tough vs Floating Enemies			
400	Dropping in from MENTORI! Mentori's sharp-<br>tongued kid sis is never not macho!<br>Chance of Critical attacks.	Dropping in from MENTORI! Just at that<br>age when it's all sarcasm all the time.<br>Chance of Critical attacks.			
401	สิ่งมีชีวิตที่เกิดจากสายฟ้าอวกาศ!<br>ใช้สายฟ้าสร้างโอกาส <br>หยุดการเคลื่อนไหวเอเลี่ยนด้วยการโจมตีพื้นที่	ผู้มีสายฟ้าผ่านภา<br>ทำลายบาเรียศัตรูได้ อึดกับ <br>เอเลี่ยน หยุดการเคลื่อนไหวด้วยการโจมตีพื้นที่	วิญญาณแข็งแกร่งที่ใช้พลังจากพายุ<br>ที่สามารถกลืนห้วงอวกาศได้<br>อึดกับเอเลี่ยน โอกาสหยุดการเคลื่อนไหว 100%		
402	Recruited from Evangelion!<br>A boy suddenly forced to pilot Evangelion.<br>Resents his distant father. (Area Attack)	Recruited from Evangelion!<br>Hoping to be respected by his comrades<br>for his piloting skills. (Area Attack)	Recruited from Evangelion! Agreed to pilot <br>Eva once again for a chance at redemption.<br>Tough vs. Aliens/Zombies (Area Attack)		
403	Leader and deputy commander of NERV.<br>Out to complete their goal by any means.<br>(Area Attack)	On the moon for the final stage of their<br>plan. They trust each other fully.<br>(Area Attack)			
404	A prototype Giraffe Cat-type weapon.<br>Escaped with only the helmet equipped.<br>Might survive a lethal strike.	Received a new production-model<br>helmet for mightier headbutts. Still on<br>the run. Might survive a lethal strike.			
405	Recruited from Evangelion!<br>A strange boy with a mysterious smirk.<br>Massive damage to Black enemies.	Recruited from Evangelion!<br>Thought by others to be an Eva pilot.<br>Massive damage to Black enemies.	Recruited from Evangelion!<br>Seems to have known Shinji for a long <br>while. Massive area damage to Black.		
406	Cat who pilots Eva Unit-00. Gendo's<br>glasses are her cherished treasure.<br>Tough vs /  Massive Damage to Angels.	She lost all memory of the black plugsuit.<br>There is nothing for her but her duty.<br>Tough vs /  Massive Damage to Angels.			
407	Cat who pilots Eva Unit-02. Flies into<br>a rage easily when she feels slighted.<br>Tough vs /  Massive Damage to Red.	She is slowly warming up to her comrades.<br>Has a habit of burning her tongue easily.<br>Tough vs /  Massive Damage to Red.			
408	A strange Cat with stylish glasses.<br>Loves to end each sentence with a meow.<br>Tough vs /  Massive Damage to Floating.	A skilled paratrooper who infiltrated Tokyo-3.<br>Learning her way around Central Dogma.<br>Tough vs /  Massive Damage to Floating.			
409	Recruited from Evangelion!<br>An aloof girl who guards her emotions.<br>Area attacks might weaken Angels.	Recruited from Evangelion!<br>Feels a strong bond with her fellow pilots.<br>Area attacks might weaken Angels.	Recruited from Evangelion! Guarding that<br>which she treasures most for 14 years.<br>Strong against and might weaken Angels.		
410	Recruited from Evangelion!<br>A prideful and hot-tempered prodigy.<br>Strong vs. Red Enemies (Area Attack)	Recruited from Evangelion!<br>Warming up to the idea of teamwork.<br>Strong vs. Red Enemies (Area Attack)	Recruited from Evangelion! Eva 02's pilot,<br>member of anti-NERV organization WILLE.<br>Strong vs Red enemies, Area Atks might Knockback.		
411	Recruited from Evangelion!<br>An enigmatic girl who arrived via parachute.<br>Strong vs. Floating (Area Attack)	Recruited from Evangelion!<br>Her love for piloting Eva is plain to see.<br>Strong vs. Floating (Area Attack)			
412	Recruited from Evangelion!<br>A humanoid superweapon prototype.<br>Tough vs Angel/Floating, Wave Shield.	Recruited from Evangelion!<br>Notorious for violent incidents in testing.<br>Tough vs Angel/Floating, Wave Shield.			
413	Recruited from Evangelion!<br>A humanoid superweapon test-type.<br>Strong vs. Aliens/Zombies (Area Attack)	Recruited from Evangelion!<br>Goes berserk when pilot is in danger.<br>Strong vs. Aliens/Zombies (Area Attack)	Recruited from Evangelion! Marches toward the<br>final battle with the lance of hope Cassius in hand.<br>Strong vs. Aliens/Zombies (Area Attack)		
